tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
ATESTADO MEDICO,08297621910,ANA COSTA,0102,0451,2026-04-09,2026-04-13,2026-04-08 00:00:00
ATESTADO MEDICO,67066944526,FLAVIA MIRANDA,2983,2981,2026-07-13,2026-07-18,2026-07-11 00:00:00
DECLARACAO,66454997103,GABRIEL MARTINS,0260,0261,2024-03-04,2024-03-10,2024-03-04 00:00:00
ATESTADO MEDICO,60132053705,GUSTAVO REZENDE,1983,2981,2025-02-16,2025-02-19,2025-02-16 00:00:00
ATESTADO MEDICO,23879333114,CLAUDIO FERREIRA,0452,2981,2024-06-17,2024-06-22,2024-06-15 00:00:00
ATESTADO MEDICO,89925989558,JULIANA ROCHA,0001,,2025-10-21,2025-10-25,2025-10-19 00:00:00
ATESTADO MEDICO,51490546235,RAFAEL PEREIRA,0450,2981,2025-08-22,2025-08-31,2025-08-22 00:00:00
DECLARACAO,26393672188,GUSTAVO REZENDE,0454,,2024-06-03,2024-06-07,2024-06-03 00:00:00
ATESTADO MEDICO,01157151345,RICARDO RAMOS,0103,,2024-11-08,2024-11-16,2024-11-07 00:00:00
ATESTADO MEDICO,12673432302,FLAVIA MIRANDA,1982,,2025-01-01,2025-01-11,2024-12-31 00:00:00
ATESTADO MEDICO,05058827794,AMANDA NASCIMENTO,0002,2981,2026-09-19,2026-09-20,2026-09-18 00:00:00
ATESTADO MEDICO,54366178168,PAULA MIRANDA,0103,0981,2025-06-22,2025-06-24,2025-06-21 00:00:00
ATESTADO MEDICO,91649274319,LETICIA PINTO,0005,,2026-12-20,2026-12-27,2026-12-20 00:00:00
DECLARACAO,49068217909,CRISTINA ALVES,2982,0261,2024-03-29,2024-04-08,2024-03-29 00:00:00
ATESTADO MEDICO,07952146505,FLAVIA MIRANDA,0452,,2023-07-25,2023-07-29,2023-07-23 00:00:00
ATESTADO MEDICO,58314791105,MATHEUS DIAS,0260,,2023-07-26,2023-07-29,2023-07-26 00:00:00
ATESTADO MEDICO,53759896626,GABRIEL MARTINS,0452,2981,2026-12-22,2026-12-29,2026-12-20 00:00:00
DECLARACAO,00999673165,MAURICIO LIMA,0452,0451,2025-05-21,2025-05-28,2025-05-20 00:00:00
ATESTADO MEDICO,21237280559,SERGIO RIBAS,1981,0051,2025-07-11,2025-07-13,2025-07-10 00:00:00
ATESTADO MEDICO,86568684384,SERGIO RIBAS,0260,1981,2025-12-30,2025-12-31,2025-12-28 00:00:00
ATESTADO MEDICO,54411734249,DIEGO BARBOSA,1980,0101,2024-11-30,2024-12-03,2024-11-29 00:00:00
DECLARACAO,31330902165,ALEXANDRE COSTA,2980,2981,2024-02-29,2024-03-04,2024-02-28 00:00:00
ATESTADO MEDICO,43495266330,LUCIANO BARROS,0050,0261,2025-01-29,2025-02-06,2025-01-28 00:00:00
ATESTADO MEDICO,34309075355,THIAGO MOREIRA,2980,0002,2023-06-27,2023-07-02,2023-06-25 00:00:00
ATESTADO MEDICO,13148791037,FABIANO BATISTA,0104,0451,2024-04-22,2024-05-02,2024-04-21 00:00:00
DECLARACAO,08506856051,LUCIANO BARROS,0002,0051,2023-07-08,2023-07-16,2023-07-07 00:00:00
DECLARACAO,55530954847,ANDREA FARIAS,1983,0051,2025-05-11,2025-05-19,2025-05-11 00:00:00
DECLARACAO,77964826123,MONICA VIEIRA,2983,0451,2024-01-01,2024-01-02,2023-12-30 00:00:00
ATESTADO MEDICO,47055488923,LETICIA PINTO,0982,1981,2025-01-16,2025-01-19,2025-01-16 00:00:00
ATESTADO MEDICO,03211601503,MARIA SANTOS,0003,,2023-09-11,2023-09-18,2023-09-10 00:00:00
ATESTADO MEDICO,76293322975,WELLINGTON CARDOSO,0102,0002,2026-05-26,2026-05-28,2026-05-25 00:00:00
ATESTADO MEDICO,71674960069,ANA COSTA,0263,0981,2025-07-22,2025-07-26,2025-07-20 00:00:00
ATESTADO MEDICO,30095966692,BRUNO RIBEIRO,0451,,2026-02-23,2026-02-26,2026-02-23 00:00:00
ATESTADO MEDICO,73566736309,MARIANA TEIXEIRA,0102,,2025-07-16,2025-07-18,2025-07-15 00:00:00
ATESTADO MEDICO,54238570405,MATHEUS DIAS,0102,2981,2026-03-11,2026-03-13,2026-03-09 00:00:00
ATESTADO MEDICO,10175540560,ISABELA CUNHA,0053,0261,2026-04-26,2026-05-02,2026-04-25 00:00:00
DECLARACAO,33246330107,CLAUDIA SOARES,0102,,2023-07-16,2023-07-25,2023-07-16 00:00:00
ATESTADO MEDICO,48926799921,CAROLINA CAMPOS,0002,1981,2024-11-14,2024-11-16,2024-11-13 00:00:00
ATESTADO MEDICO,11329898923,CAROLINA CAMPOS,0050,,2025-02-27,2025-03-01,2025-02-25 00:00:00
ATESTADO MEDICO,31794838902,RENAN MELO,0053,0451,2023-06-07,2023-06-12,2023-06-05 00:00:00
DECLARACAO,14027952979,RODRIGO CAVALCANTI,2980,0261,2025-08-27,2025-09-06,2025-08-27 00:00:00
ATESTADO MEDICO,42822682470,RAFAEL PEREIRA,0981,0051,2026-01-01,2026-01-07,2025-12-30 00:00:00
ATESTADO MEDICO,46431421701,ISABELA CUNHA,0051,0051,2023-05-12,2023-05-21,2023-05-12 00:00:00
ATESTADO MEDICO,36833417180,AMANDA NASCIMENTO,0453,0261,2026-04-16,2026-04-24,2026-04-14 00:00:00
ATESTADO MEDICO,75038702228,FLAVIA MIRANDA,0262,0002,2023-05-11,2023-05-15,2023-05-10 00:00:00
ATESTADO MEDICO,86310587005,EVANDRO COSTA,0982,0261,2024-02-20,2024-02-21,2024-02-18 00:00:00
DECLARACAO,33246330107,MAURICIO LIMA,1981,,2025-09-05,2025-09-15,2025-09-03 00:00:00
ATESTADO MEDICO,64431503250,PATRICIA ROCHA,0262,0002,2024-01-02,2024-01-08,2024-01-02 00:00:00
ATESTADO MEDICO,60041864492,THIAGO MOREIRA,0003,0261,2026-06-13,2026-06-20,2026-06-13 00:00:00
DECLARACAO,03947560370,WILLIAN CASTRO,0261,,2023-12-26,2023-12-28,2023-12-24 00:00:00
DECLARACAO,04288921910,ANDREIA CUNHA,1980,0261,2024-03-01,2024-03-08,2024-02-29 00:00:00
DECLARACAO,26049862567,ANDREIA CUNHA,0100,,2025-12-09,2025-12-10,2025-12-09 00:00:00
DECLARACAO,36439183486,SILVIA LOPES,1980,2981,2025-11-16,2025-11-18,2025-11-16 00:00:00
ATESTADO MEDICO,10464365627,ANDRE BARROS,2981,0261,2026-12-01,2026-12-06,2026-12-01 00:00:00
ATESTADO MEDICO,36439183486,ADRIANA LOPES,0454,,2023-11-25,2023-11-27,2023-11-23 00:00:00
ATESTADO MEDICO,24385340870,NATALIA CAMPOS,0052,2981,2025-05-06,2025-05-11,2025-05-05 00:00:00
ATESTADO MEDICO,20467112118,PATRICIA ROCHA,0053,,2025-06-15,2025-06-19,2025-06-13 00:00:00
ATESTADO MEDICO,49068217909,THIAGO MOREIRA,0263,0451,2024-04-15,2024-04-20,2024-04-13 00:00:00
DECLARACAO,19816798638,ALESSANDRA FREITAS,1981,2981,2024-02-24,2024-03-02,2024-02-23 00:00:00
ATESTADO MEDICO,76300982513,WELLINGTON CARDOSO,0003,0981,2023-02-21,2023-02-26,2023-02-20 00:00:00
ATESTADO MEDICO,98957042164,DANIELA XAVIER,0980,0261,2025-01-15,2025-01-22,2025-01-13 00:00:00
ATESTADO MEDICO,24348251681,RENATA VIEIRA,2982,0051,2026-10-11,2026-10-20,2026-10-11 00:00:00
ATESTADO MEDICO,22149397250,VIVIANE MONTEIRO,0002,0101,2025-10-14,2025-10-24,2025-10-13 00:00:00
ATESTADO MEDICO,53759896626,NATALIA CAMPOS,0100,0261,2026-09-24,2026-09-26,2026-09-23 00:00:00
DECLARACAO,67810459970,RICARDO REZENDE,2982,,2025-11-10,2025-11-15,2025-11-09 00:00:00
DECLARACAO,56871009540,MARIANA TEIXEIRA,0053,0981,2025-03-30,2025-04-02,2025-03-29 00:00:00
ATESTADO MEDICO,11325445649,FELIPE CASTRO,1980,0002,2023-12-04,2023-12-07,2023-12-02 00:00:00
ATESTADO MEDICO,04040833740,MARIANA TEIXEIRA,0101,,2023-03-20,2023-03-21,2023-03-18 00:00:00
ATESTADO MEDICO,30784046093,JULIA RODRIGUES,0982,,2026-03-04,2026-03-07,2026-03-03 00:00:00
DECLARACAO,64431503250,HENRIQUE MENDES,0981,0101,2026-05-14,2026-05-23,2026-05-14 00:00:00
ATESTADO MEDICO,56595880776,LEONARDO DUARTE,0002,,2025-11-25,2025-11-27,2025-11-25 00:00:00
ATESTADO MEDICO,84111254675,BIANCA MONTEIRO,0101,0451,2024-12-18,2024-12-26,2024-12-18 00:00:00
ATESTADO MEDICO,54046215402,MARCELO CORREIA,0102,0451,2026-12-13,2026-12-18,2026-12-12 00:00:00
ATESTADO MEDICO,67851664110,BEATRIZ LIMA,2983,0002,2023-01-16,2023-01-24,2023-01-16 00:00:00
ATESTADO MEDICO,99382175750,ANDREIA CUNHA,0102,0101,2026-05-18,2026-05-21,2026-05-18 00:00:00
DECLARACAO,68554248481,MARIANA TEIXEIRA,0051,,2026-05-21,2026-05-26,2026-05-21 00:00:00
ATESTADO MEDICO,93653265320,THIAGO MOREIRA,0052,,2024-05-19,2024-05-25,2024-05-17 00:00:00
ATESTADO MEDICO,74972440864,TATIANA SILVA,2982,0451,2024-09-03,2024-09-11,2024-09-01 00:00:00
ATESTADO MEDICO,42086243456,PEDRO OLIVEIRA,0051,0981,2025-04-06,2025-04-14,2025-04-04 00:00:00
DECLARACAO,50536898901,RAFAEL PEREIRA,0052,2981,2026-05-21,2026-05-29,2026-05-21 00:00:00
ATESTADO MEDICO,13744467341,ANDERSON PEREIRA,0982,,2026-02-25,2026-03-02,2026-02-24 00:00:00
ATESTADO MEDICO,83197938402,CESAR RAMOS,0003,0451,2026-04-21,2026-04-23,2026-04-19 00:00:00
ATESTADO MEDICO,12749324831,PRISCILA NEVES,1983,,2025-05-08,2025-05-09,2025-05-06 00:00:00
ATESTADO MEDICO,19078996854,CARLOS ALMEIDA,0052,0051,2025-01-16,2025-01-25,2025-01-14 00:00:00
ATESTADO MEDICO,11325445649,ANDREA FARIAS,2983,,2023-03-16,2023-03-17,2023-03-16 00:00:00
ATESTADO MEDICO,80697537145,DANIEL CARDOSO,0452,1981,2023-12-03,2023-12-13,2023-12-01 00:00:00
DECLARACAO,52567899618,RAFAEL PEREIRA,0104,0451,2025-12-24,2025-12-26,2025-12-23 00:00:00
ATESTADO MEDICO,98826765618,VIVIANE MONTEIRO,0102,,2023-02-15,2023-02-25,2023-02-15 00:00:00
DECLARACAO,03211601503,SILVIA LOPES,0051,,2025-03-13,2025-03-16,2025-03-13 00:00:00
DECLARACAO,57046619204,MARCOS CORREIA,0053,,2023-03-27,2023-04-04,2023-03-25 00:00:00
ATESTADO MEDICO,47241342160,BEATRIZ LIMA,1983,0451,2023-07-26,2023-08-01,2023-07-26 00:00:00
DECLARACAO,59642796511,RAQUEL XAVIER,0101,0002,2023-08-05,2023-08-06,2023-08-04 00:00:00
DECLARACAO,26118795592,EDSON FERNANDES,0003,0451,2026-03-16,2026-03-23,2026-03-14 00:00:00
DECLARACAO,93653265320,RICARDO REZENDE,2982,1981,2025-10-26,2025-11-05,2025-10-24 00:00:00
ATESTADO MEDICO,01312012471,LETICIA PINTO,0001,2981,2026-03-29,2026-04-02,2026-03-29 00:00:00
ATESTADO MEDICO,98826765618,JOAO SILVA,0100,0451,2025-12-06,2025-12-10,2025-12-05 00:00:00
ATESTADO MEDICO,40542509202,FABIANO BATISTA,0980,2981,2025-10-26,2025-11-01,2025-10-25 00:00:00
DECLARACAO,82171868635,EVANDRO COSTA,2982,0002,2024-05-23,2024-05-31,2024-05-22 00:00:00
ATESTADO MEDICO,16236172196,ALINE MORAES,0003,0002,2026-12-30,2027-01-02,2026-12-29 00:00:00
ATESTADO MEDICO,49216617748,WILLIAN CASTRO,0983,1981,2026-01-09,2026-01-11,2026-01-07 00:00:00
ATESTADO MEDICO,01024945251,LEONARDO DUARTE,1982,,2024-02-22,2024-03-01,2024-02-21 00:00:00
ATESTADO MEDICO,52978343338,FELIPE CASTRO,0102,0981,2023-05-13,2023-05-17,2023-05-12 00:00:00
ATESTADO MEDICO,78221279420,SERGIO RIBAS,2980,0451,2025-02-12,2025-02-20,2025-02-12 00:00:00
DECLARACAO,25308152756,GUSTAVO REZENDE,1982,,2025-02-14,2025-02-17,2025-02-13 00:00:00
DECLARACAO,89741622295,DANIELA XAVIER,0981,1981,2023-10-01,2023-10-04,2023-09-30 00:00:00
ATESTADO MEDICO,66431606850,MAURICIO LIMA,0050,,2024-11-06,2024-11-08,2024-11-06 00:00:00
ATESTADO MEDICO,92543439781,MARCIA SOARES,1983,0101,2025-09-29,2025-10-01,2025-09-27 00:00:00
ATESTADO MEDICO,77558480949,PAULO SANTANA,2983,1981,2023-03-05,2023-03-06,2023-03-03 00:00:00
DECLARACAO,17662461920,JEFFERSON DUARTE,0263,,2026-12-05,2026-12-12,2026-12-03 00:00:00
ATESTADO MEDICO,20168449579,JEFFERSON DUARTE,0103,0451,2026-07-11,2026-07-15,2026-07-10 00:00:00
ATESTADO MEDICO,29191993822,AMANDA NASCIMENTO,2982,2981,2025-07-28,2025-08-01,2025-07-27 00:00:00
ATESTADO MEDICO,61044572078,PAULO SANTANA,0980,0101,2023-10-26,2023-10-29,2023-10-24 00:00:00
ATESTADO MEDICO,23397999537,VANESSA PIRES,2982,0002,2024-11-05,2024-11-08,2024-11-04 00:00:00
ATESTADO MEDICO,82253522970,MARCELO CORREIA,1981,0261,2025-01-10,2025-01-14,2025-01-08 00:00:00
DECLARACAO,83850719707,MONICA VIEIRA,0101,,2025-07-15,2025-07-24,2025-07-15 00:00:00
ATESTADO MEDICO,70793909740,FABIANO BATISTA,1980,0002,2023-03-28,2023-04-02,2023-03-27 00:00:00
ATESTADO MEDICO,98581586708,BARBARA SILVA,1982,0261,2024-05-24,2024-05-31,2024-05-23 00:00:00
ATESTADO MEDICO,80911632409,VANESSA AZEVEDO,0101,1981,2025-09-07,2025-09-14,2025-09-06 00:00:00
ATESTADO MEDICO,28859083869,VITOR ARAUJO,0260,0051,2023-03-11,2023-03-12,2023-03-10 00:00:00
DECLARACAO,00026667070,PAULA MIRANDA,2983,,2023-09-28,2023-10-05,2023-09-27 00:00:00
ATESTADO MEDICO,71674960069,LUCIANA FARIAS,0103,,2026-11-22,2026-11-24,2026-11-20 00:00:00
ATESTADO MEDICO,60714748099,JULIANA ROCHA,0003,0981,2023-04-13,2023-04-15,2023-04-13 00:00:00
DECLARACAO,29610445101,FABIO BATISTA,0004,,2026-06-10,2026-06-14,2026-06-08 00:00:00
ATESTADO MEDICO,32547410133,BIANCA MONTEIRO,0053,0101,2026-03-18,2026-03-20,2026-03-16 00:00:00
ATESTADO MEDICO,02795017229,CAMILA GOMES,0104,0002,2024-10-09,2024-10-10,2024-10-08 00:00:00
DECLARACAO,13867794669,JESSICA CARDOSO,0053,0051,2024-04-29,2024-05-09,2024-04-28 00:00:00
ATESTADO MEDICO,24046932988,RENAN MELO,2983,1981,2024-04-01,2024-04-10,2024-03-30 00:00:00
ATESTADO MEDICO,25802205695,BRUNO RIBEIRO,1981,0002,2026-01-21,2026-01-25,2026-01-20 00:00:00
DECLARACAO,09352413105,CESAR RAMOS,2980,,2024-01-17,2024-01-22,2024-01-16 00:00:00
ATESTADO MEDICO,98342772454,CLAUDIA SOARES,0983,1981,2024-07-25,2024-07-27,2024-07-23 00:00:00
ATESTADO MEDICO,77359493323,ROGERIO SOUZA,0450,0981,2026-02-01,2026-02-04,2026-01-31 00:00:00
ATESTADO MEDICO,56595880776,SILVIA LOPES,0005,,2026-01-16,2026-01-25,2026-01-16 00:00:00
ATESTADO MEDICO,30784046093,ROGERIO SOUZA,1981,0981,2025-07-27,2025-08-06,2025-07-27 00:00:00
ATESTADO MEDICO,98141460560,DEBORA FONSECA,1980,,2025-09-22,2025-09-29,2025-09-20 00:00:00
DECLARACAO,28859083869,DEBORA FONSECA,1982,2981,2023-01-08,2023-01-16,2023-01-06 00:00:00
DECLARACAO,03152092326,LUCIENE MORAES,0103,,2026-06-16,2026-06-25,2026-06-16 00:00:00
DECLARACAO,04040833740,ANDREIA CUNHA,0454,0002,2026-10-25,2026-10-31,2026-10-24 00:00:00
ATESTADO MEDICO,08875452890,CARLA FONSECA,0005,,2024-08-10,2024-08-15,2024-08-08 00:00:00
ATESTADO MEDICO,85468210541,MARCIA SOARES,0454,,2024-10-01,2024-10-07,2024-09-29 00:00:00
ATESTADO MEDICO,99372601918,ISABELA CUNHA,0980,1981,2026-10-13,2026-10-22,2026-10-11 00:00:00
ATESTADO MEDICO,20168449579,FABIO BATISTA,0100,,2023-12-09,2023-12-15,2023-12-07 00:00:00
ATESTADO MEDICO,43973835888,SIMONE PIRES,0101,2981,2026-11-20,2026-11-26,2026-11-20 00:00:00
DECLARACAO,82208860217,TATIANA SILVA,0102,2981,2026-12-10,2026-12-20,2026-12-09 00:00:00
ATESTADO MEDICO,26071297370,CAROLINA CAMPOS,0261,,2025-10-17,2025-10-22,2025-10-17 00:00:00
DECLARACAO,22120967555,ANDRE BARROS,0981,,2023-10-14,2023-10-15,2023-10-12 00:00:00
ATESTADO MEDICO,02021661989,KARINA PINTO,0005,0261,2023-05-17,2023-05-24,2023-05-17 00:00:00
ATESTADO MEDICO,35418250817,SERGIO RIBAS,0052,1981,2025-09-04,2025-09-08,2025-09-04 00:00:00
ATESTADO MEDICO,67852467687,RONALDO RIBAS,1980,,2023-12-07,2023-12-10,2023-12-07 00:00:00
DECLARACAO,05722102644,JEFFERSON DUARTE,0453,0981,2024-01-22,2024-01-29,2024-01-21 00:00:00
ATESTADO MEDICO,25767791740,CLAUDIO FERREIRA,0263,1981,2026-01-19,2026-01-24,2026-01-18 00:00:00
DECLARACAO,26118795592,RENATA VIEIRA,0981,,2025-02-21,2025-02-25,2025-02-20 00:00:00
ATESTADO MEDICO,88490416249,WELLINGTON CARDOSO,0053,0451,2026-11-03,2026-11-11,2026-11-02 00:00:00
ATESTADO MEDICO,86556854964,LEONARDO DUARTE,1982,1981,2026-06-30,2026-07-06,2026-06-29 00:00:00
ATESTADO MEDICO,88895242866,CRISTINA ALVES,0003,0101,2025-06-12,2025-06-22,2025-06-12 00:00:00
ATESTADO MEDICO,68347096813,LEANDRO ARAUJO,0102,2981,2024-10-08,2024-10-13,2024-10-06 00:00:00
ATESTADO MEDICO,06235077653,AMANDA NASCIMENTO,0451,,2025-01-21,2025-01-29,2025-01-21 00:00:00
ATESTADO MEDICO,71795063629,VANESSA PIRES,1983,0261,2025-05-27,2025-05-31,2025-05-26 00:00:00
ATESTADO MEDICO,88062062490,FLAVIA MIRANDA,1982,0051,2026-02-10,2026-02-14,2026-02-10 00:00:00
DECLARACAO,31096462346,KARINA PINTO,0052,,2025-01-27,2025-01-31,2025-01-25 00:00:00
ATESTADO MEDICO,43467196942,RENATA VIEIRA,0451,0261,2026-03-12,2026-03-13,2026-03-10 00:00:00
DECLARACAO,89856554187,JEFFERSON DUARTE,0100,0002,2026-12-09,2026-12-13,2026-12-08 00:00:00
DECLARACAO,72726453260,MARIA SANTOS,0452,0101,2026-10-08,2026-10-18,2026-10-08 00:00:00
DECLARACAO,13867794669,DIEGO BARBOSA,0982,,2025-01-30,2025-01-31,2025-01-30 00:00:00
DECLARACAO,35729764308,DIEGO BARBOSA,0450,0451,2024-11-26,2024-11-27,2024-11-24 00:00:00
DECLARACAO,87226199416,MARCELO LIMA,0051,,2025-01-10,2025-01-11,2025-01-09 00:00:00
DECLARACAO,16234767710,FLAVIA MIRANDA,0102,2981,2026-04-25,2026-04-27,2026-04-24 00:00:00
ATESTADO MEDICO,32468506316,FABIANO BATISTA,2983,0451,2026-07-30,2026-07-31,2026-07-28 00:00:00
DECLARACAO,46442316300,DEBORA FONSECA,2983,2981,2026-09-14,2026-09-15,2026-09-13 00:00:00
DECLARACAO,80911632409,GUSTAVO REZENDE,1980,,2023-12-01,2023-12-06,2023-11-30 00:00:00
ATESTADO MEDICO,02572943760,BIANCA MONTEIRO,0004,,2024-03-30,2024-04-06,2024-03-29 00:00:00
ATESTADO MEDICO,38700127574,ANA COSTA,0453,0981,2025-11-09,2025-11-10,2025-11-09 00:00:00
DECLARACAO,00999673165,RONALDO RIBAS,0983,,2026-11-26,2026-11-30,2026-11-24 00:00:00
ATESTADO MEDICO,30784046093,JOAO SILVA,0101,0101,2024-02-20,2024-02-23,2024-02-19 00:00:00
DECLARACAO,69745928844,AMANDA NASCIMENTO,1980,,2026-12-05,2026-12-06,2026-12-04 00:00:00
DECLARACAO,43545525074,SIMONE PIRES,0005,0101,2024-07-26,2024-08-04,2024-07-24 00:00:00
ATESTADO MEDICO,81506221874,MARINA GONCALVES,1983,0101,2023-06-25,2023-06-30,2023-06-23 00:00:00
ATESTADO MEDICO,85468210541,MATHEUS DIAS,0261,,2025-12-18,2025-12-19,2025-12-18 00:00:00
ATESTADO MEDICO,08875452890,ANDERSON PEREIRA,0104,0981,2023-11-29,2023-12-07,2023-11-27 00:00:00
ATESTADO MEDICO,09352413105,ALESSANDRA FREITAS,0982,2981,2023-06-04,2023-06-06,2023-06-03 00:00:00
ATESTADO MEDICO,88878162809,AMANDA NASCIMENTO,0260,0451,2025-07-02,2025-07-10,2025-06-30 00:00:00
DECLARACAO,22465869256,ALESSANDRA FREITAS,0981,,2026-10-01,2026-10-05,2026-09-30 00:00:00
ATESTADO MEDICO,42386990257,LEANDRO ARAUJO,1983,0051,2025-09-26,2025-10-06,2025-09-26 00:00:00
ATESTADO MEDICO,44673947886,THIAGO MOREIRA,0262,2981,2024-03-26,2024-04-03,2024-03-24 00:00:00
ATESTADO MEDICO,38009252654,LEONARDO DUARTE,1983,1981,2023-07-08,2023-07-15,2023-07-06 00:00:00
DECLARACAO,15149372471,ALINE MORAES,0103,,2024-01-22,2024-01-26,2024-01-22 00:00:00
DECLARACAO,23356761137,BEATRIZ LIMA,0002,0002,2023-04-27,2023-04-29,2023-04-27 00:00:00
ATESTADO MEDICO,98863258015,WILLIAN CASTRO,1983,,2025-04-20,2025-04-26,2025-04-19 00:00:00
ATESTADO MEDICO,37558818028,ANA COSTA,2982,0002,2024-12-04,2024-12-09,2024-12-03 00:00:00
ATESTADO MEDICO,22120967555,LEANDRO ARAUJO,0053,0261,2026-03-10,2026-03-14,2026-03-09 00:00:00
DECLARACAO,72758424169,EVANDRO COSTA,2983,0981,2026-02-21,2026-02-24,2026-02-21 00:00:00
DECLARACAO,02795017229,ANA COSTA,0452,,2024-06-10,2024-06-12,2024-06-09 00:00:00
DECLARACAO,45916401914,MARCIA SOARES,2983,0002,2023-02-08,2023-02-15,2023-02-06 00:00:00
ATESTADO MEDICO,55530954847,ELAINE BARBOSA,0052,,2023-07-19,2023-07-20,2023-07-17 00:00:00
DECLARACAO,00729174158,MAURICIO LIMA,0104,,2025-09-03,2025-09-12,2025-09-01 00:00:00
ATESTADO MEDICO,24385340870,JESSICA CARDOSO,0103,0101,2024-08-29,2024-08-30,2024-08-29 00:00:00
ATESTADO MEDICO,45662808023,RICARDO REZENDE,0102,,2024-07-21,2024-07-30,2024-07-21 00:00:00
ATESTADO MEDICO,54718265401,PAULA MIRANDA,0004,0051,2025-02-03,2025-02-11,2025-02-01 00:00:00
ATESTADO MEDICO,70793909740,MATHEUS DIAS,0981,,2026-07-29,2026-08-01,2026-07-27 00:00:00
ATESTADO MEDICO,55297354870,RAFAEL PEREIRA,2983,,2024-05-23,2024-05-28,2024-05-21 00:00:00
ATESTADO MEDICO,16027296208,DANIEL CARDOSO,1980,1981,2025-01-08,2025-01-18,2025-01-07 00:00:00
ATESTADO MEDICO,76158634816,LEANDRO ARAUJO,1982,0981,2024-08-25,2024-08-31,2024-08-25 00:00:00
ATESTADO MEDICO,91787774295,PAULA MIRANDA,2981,,2026-11-02,2026-11-09,2026-10-31 00:00:00
ATESTADO MEDICO,24607026204,LETICIA PINTO,0003,0981,2026-01-29,2026-01-31,2026-01-28 00:00:00
ATESTADO MEDICO,85472876125,THIAGO MOREIRA,0004,0451,2023-10-14,2023-10-23,2023-10-13 00:00:00
ATESTADO MEDICO,67852467687,TATIANA SILVA,0453,2981,2026-07-22,2026-07-28,2026-07-21 00:00:00
DECLARACAO,78978012256,RENAN MELO,0001,1981,2024-06-05,2024-06-13,2024-06-04 00:00:00
ATESTADO MEDICO,37558818028,DANIEL CARDOSO,2983,1981,2026-06-12,2026-06-21,2026-06-10 00:00:00
ATESTADO MEDICO,13816482902,EVANDRO COSTA,0103,1981,2026-07-03,2026-07-08,2026-07-02 00:00:00
DECLARACAO,12997623790,RONALDO RIBAS,0454,2981,2025-01-30,2025-02-05,2025-01-30 00:00:00
DECLARACAO,19816798638,LEONARDO DUARTE,0981,0261,2025-11-22,2025-11-27,2025-11-22 00:00:00
DECLARACAO,36091139282,ROGERIO SOUZA,0454,,2024-11-20,2024-11-27,2024-11-19 00:00:00
DECLARACAO,20580703134,JULIA RODRIGUES,0980,0451,2023-02-21,2023-02-27,2023-02-19 00:00:00
DECLARACAO,64205383940,WAGNER SALES,0454,0051,2025-03-30,2025-04-06,2025-03-28 00:00:00
ATESTADO MEDICO,82518757147,ALINE MORAES,0260,0101,2023-05-22,2023-05-26,2023-05-20 00:00:00
ATESTADO MEDICO,82171868635,ALINE MORAES,0103,0002,2023-06-24,2023-07-01,2023-06-24 00:00:00
ATESTADO MEDICO,20467112118,ISABELA CUNHA,0982,0051,2026-05-14,2026-05-24,2026-05-13 00:00:00
ATESTADO MEDICO,24455782486,CAROLINA CAMPOS,0454,,2024-05-02,2024-05-09,2024-05-01 00:00:00
ATESTADO MEDICO,57890523807,ALEXANDRE COSTA,0260,,2026-08-11,2026-08-15,2026-08-09 00:00:00
DECLARACAO,88895242866,PATRICIA AZEVEDO,0005,0051,2024-05-31,2024-06-05,2024-05-29 00:00:00
DECLARACAO,38585768916,LUCIANO BARROS,0980,0261,2026-09-14,2026-09-18,2026-09-14 00:00:00
ATESTADO MEDICO,21606323334,MARIANA TEIXEIRA,0001,,2024-05-02,2024-05-03,2024-04-30 00:00:00
DECLARACAO,77523464629,JULIANA ROCHA,0452,2981,2026-03-18,2026-03-20,2026-03-17 00:00:00
DECLARACAO,19816798638,GUSTAVO REZENDE,0100,0101,2024-03-20,2024-03-26,2024-03-19 00:00:00
DECLARACAO,98284332493,MATHEUS DIAS,0452,0002,2025-07-12,2025-07-19,2025-07-12 00:00:00
DECLARACAO,69434016614,MATHEUS DIAS,0101,1981,2024-08-21,2024-08-24,2024-08-21 00:00:00
ATESTADO MEDICO,88815760318,WELLINGTON CARDOSO,0051,,2026-07-17,2026-07-19,2026-07-16 00:00:00
ATESTADO MEDICO,06235077653,LARISSA CARVALHO,0052,0051,2023-08-05,2023-08-07,2023-08-04 00:00:00
ATESTADO MEDICO,90053873947,MARCIA SOARES,0101,,2024-01-06,2024-01-08,2024-01-05 00:00:00
ATESTADO MEDICO,52567899618,JESSICA CARDOSO,0102,0451,2025-07-23,2025-07-28,2025-07-22 00:00:00
ATESTADO MEDICO,59314348601,SABRINA DIAS,0052,1981,2024-06-07,2024-06-08,2024-06-07 00:00:00
ATESTADO MEDICO,47897045480,RICARDO RAMOS,0261,0051,2024-07-01,2024-07-08,2024-06-29 00:00:00
ATESTADO MEDICO,01432820427,LARISSA CARVALHO,0103,,2024-02-16,2024-02-26,2024-02-15 00:00:00
DECLARACAO,09352413105,MATHEUS DIAS,0005,0101,2024-08-08,2024-08-12,2024-08-07 00:00:00
